파일	줄	문장 앞 60자	종류(rule|claim|evidence|connective|other)	Why 있음(예/아니오)	근거 경로(있으면)	판정(keep|rewrite|delete)	이유
system/lenses/isomorphism.md	43	- **설계**: 판정자 앙상블의 오류 상관 문제 → 배심원 정리(콩도르세 1785)의 독립성 위반과	evidence	예	paper:Condorcet jury theorem (1785)	keep	렌즈가 설계 문제에 이식되는 구체 예시다.
system/lenses/isomorphism.md	44	동형 — 이식 수: 표의 수가 아니라 판정자 간 상관을 공격한다.	other	예	paper:Condorcet jury theorem (1785)	keep	예시 유추가 바꾸는 행동을 명시한다.
system/lenses/isomorphism.md	45	"- **증거**: 논문의 ""novel"" 주장 → P2 순회로 인접 분야의 선행을 찾으면 novelty의 실제"	other	아니오		keep	증거 탐색에서 렌즈가 만드는 결과를 예시한다.
system/lenses/isomorphism.md	47	- **결정**: 같은 판을 시장 온톨로지(수요·공급·차익)와 생태 온톨로지(니치·천이)로 각각	rule	예	system/lenses/README.md:51	keep	복수 탈표면 절차의 구체 예시다.
system/lenses/isomorphism.md	48	재기술한다. 두 지도가 다른 수를 가리키면 그 차이가 진짜 질문이다.	other	아니오		keep	복수 재기술 결과를 해석하는 기준을 제시한다.
system/lenses/isomorphism.md	50	## 실패 지형 (전부 실측된 것)	other	아니오		rewrite	전부라는 전수 주장을 뒷받침하는 test 경로나 기록이 없다.
system/lenses/isomorphism.md	52	- **뿌리화**: 모든 논의가 자기 이론으로 수렴하는 것은 이론이 보편적이어서가 아니라	evidence	아니오		keep	뿌리화 실패의 가능한 원인을 설명한다.
system/lenses/isomorphism.md	54	형태. 수렴이 반복되면 경계 신호로 취급한다.	rule	예	system/lenses/isomorphism.md:52	keep	반증 불가능한 자기 이론으로의 수렴 가능성이 이유다.
system/lenses/isomorphism.md	55	- **도파민 재확인**: 연결 발견의 쾌감은 연결의 가치와 무관하다. P3'가 해독제.	evidence	아니오		rewrite	심리적 단언을 뒷받침하는 출처나 실측 경로가 없다.
system/lenses/isomorphism.md	55	- **도파민 재확인**: 연결 발견의 쾌감은 연결의 가치와 무관하다. P3'가 해독제.	other	예	system/lenses/isomorphism.md:30	keep	실험 설계 변화 여부로 연결의 가치를 다시 판정한다.
system/lenses/isomorphism.md	56	- **깨짐 조항 없는 유추는 장식이다**: 강한 유추는 전부 깨짐 조항이 있었고, 깨짐이	rule	예	system/lenses/isomorphism.md:57	keep	깨짐이 유추 이론을 정밀화한다는 뒤 설명이 이유다.
system/lenses/isomorphism.md	56	- **깨짐 조항 없는 유추는 장식이다**: 강한 유추는 전부 깨짐 조항이 있었고, 깨짐이	other	아니오		rewrite	전부라는 정량 범위에 대응하는 사례 목록이나 시험 기록이 없다.
system/lenses/isomorphism.md	57	오히려 이론을 정밀화했다. 깨짐 없는 수용은 참조점에 그친다.	evidence	아니오		keep	깨짐 조항을 요구하는 기준의 설명이다.
system/lenses/isomorphism.md	58	- **혼자 돌리면 반감**: 생산적 인출의 상당수는 상대의 반박이 촉발한다.	other	아니오		rewrite	반감과 상당수라는 양적 표현에 실측 자료나 출처가 없다.
system/lenses/isomorphism.md	59	프로토콜에 반박자를 붙여라.	rule	예	system/lenses/isomorphism.md:58	keep	상대의 반박이 생산적 인출을 촉발한다는 앞 문장이 이유다.
system/lenses/isomorphism.md	60	- **표현 공간의 한계**: 시각을 아무리 다양화해도 같은 표현 공간의 맹점은 못 넘는다.	evidence	아니오		rewrite	표현 공간 한계를 입증하는 출처나 범위가 없다.
system/lenses/isomorphism.md	61	P3/P4는 그 한계 안에서의 최대 추출 장치다.	claim	예	system/lenses/README.md:51	rewrite	수치를 테스트·결정·원 실행의 시점값 또는 장난감 입력값으로 한정해 계보와 범위를 연결했다.
system/lenses/isomorphism.md	65	- **파인만**이 검증 단계: 유추로 생성 → 재유도로 확정.	other	아니오		keep	다른 렌즈와의 역할 분담을 설명한다.
system/lenses/isomorphism.md	66	- **장부**가 심문 도구: 대응표의 각 항이 보존량을 실제로 보존하는가.	other	아니오		keep	다른 렌즈와의 결합 지점을 설명한다.
system/lenses/isomorphism.md	67	- **거울**이 감시자: 이 연결에 흥분한 이유가 연결의 가치인가, 내 이론의 확장인가.	other	아니오		keep	동기 편향을 감시하는 렌즈 결합을 설명한다.
system/lenses/isomorphism.md	71	*(사용 원장은 인스턴스마다 따로 쌓인다. 이 렌즈를 쓸 때마다 한 줄씩 여기 append.)*	rule	예	system/rituals.md:118	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/isomorphism.md	71	*(사용 원장은 인스턴스마다 따로 쌓인다. 이 렌즈를 쓸 때마다 한 줄씩 여기 append.)*	rule	예	system/lenses/README.md:51	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/isomorphism.md	75	Gick & Holyoak (1980, 1983) analogical transfer · Polya의 유추 	evidence	예	paper:Gick & Holyoak (1980, 1983)	keep	렌즈의 학술 출발점을 열거한다.
system/lenses/jensen.md	1	제목과 절 제목 묶음	other	아니오		keep	전략 팩의 다섯 도구와 적용 절을 탐색하게 한다.
system/lenses/jensen.md	3	0조 시장은? 전체 소는? 30일 남았다면?	rule	예	system/lenses/README.md:51	keep	팩을 호출하는 세 질문이다.
system/lenses/jensen.md	5	사업과 전략의 판을 볼 때 쓰는 5도구 팩.	claim	예	system/lenses/jensen.md:10-45	keep	뒤의 다섯 하위 도구가 개수를 그대로 구성한다.
system/lenses/jensen.md	5	하나의 뿌리 직관을 공유하므로 렌즈 하나로 센다.	other	아니오		rewrite	다섯 도구가 하나의 직관을 공유한다는 연결 근거가 제시되지 않는다.
system/lenses/jensen.md	6	판이 정해지기 전에 판을 고르고, 뒤에는 시스템 전체로 이긴다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/jensen.md	12	시장 크기 질문을 비용 곡선이 어디로 수렴하는지로 교체한다.	rule	예	system/lenses/README.md:51	keep	현재 규모 대신 가능 조건을 보는 분석 질문이다.
system/lenses/jensen.md	12	아직 존재하지 않지만 반드시 생길 시장을 먼저 간다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/jensen.md	14	기존 시장은 초과수익이 소진되고 없는 시장의 정의권은 선점자에게 있다.	evidence	아니오		rewrite	경쟁, 진입장벽, 후발자 이점의 예외를 지운 경제 단정이다.
system/lenses/jensen.md	16	없는 시장의 대부분은 없어야 해서 없다.	other	아니오		rewrite	대부분의 분모와 관측 자료가 없다.
system/lenses/jensen.md	16	판별은 무엇이 바뀌어 이제 가능해졌는지를 명시할 수 있는가다.	rule	예	system/lenses/jensen.md:16-17	keep	역발상 코스프레와 실제 enabling shift를 구별한다.
system/lenses/jensen.md	21	불량 다이의 하위 제품화 = 모델 증류 = 콘텐츠 재활용.	other	아니오		delete	세 현상을 등호로 묶어 차이를 숨기고 뒤 원리만으로 충분하다.
system/lenses/jensen.md	21	자산 하나에서 전 제품군을 뽑는다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/jensen.md	22	최상급만 팔고 나머지를 버리는 것은 비용 회계의 실패다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/jensen.md	23	고정비 지배 생산에서 한계비용 0에 가까운 파생물 판매는 전부 이익이다.	claim	예	system/lenses/README.md:51	rewrite	수치를 테스트·결정·원 실행의 시점값 또는 장난감 입력값으로 한정해 계보와 범위를 연결했다.
system/lenses/jensen.md	24	파생물에도 바닥 품질선이 필요하다.	rule	예	system/lenses/jensen.md:24	keep	하위 제품의 브랜드 침식을 막기 위한 조건이다.
system/lenses/jensen.md	24	하위 제품이 브랜드를 침식하는 경우가 있다.	evidence	아니오		keep	파생 제품 전략의 주요 반례를 명시한다.
system/lenses/jensen.md	28	성공이 클수록 세게.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/jensen.md	28	우리는 망하기까지 30일 남았다를 문화로 유지한다.	claim	예	system/lenses/README.md:51	rewrite	수치를 테스트·결정·원 실행의 시점값 또는 장난감 입력값으로 한정해 계보와 범위를 연결했다.
system/lenses/jensen.md	29	자기 표준이 패배하면 이길 수 있는 표준으로 판을 옮긴다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/jensen.md	30	경쟁은 성공한 곳에 도착한다.	evidence	아니오		rewrite	항상 참인 법칙처럼 쓰였지만 범위와 출처가 없다.
system/lenses/jensen.md	30	파라노이아는 감정이 아니라 조기경보 시스템의 유지비다.	evidence	아니오		keep	감정 조장과 정기적 위험 탐지를 구별하는 비유다.
system/lenses/jensen.md	31	실패 지형은 만성 불안과의 혼동이다.	evidence	아니오		keep	생존 드릴의 대표 오용을 명시한다.
system/lenses/jensen.md	31	파라노이아는 정기 워게임이지 기분이 아니다.	rule	예	system/lenses/jensen.md:31	keep	만성 불안과 운영 드릴을 구분한다.
system/lenses/jensen.md	35	부품이 아니라 시스템을 판다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/jensen.md	35	이론 한계에서 역산해 시스템 전체를 설계한다.	rule	예	system/lenses/README.md:51	keep	풀스택 분석의 출발점을 지정한다.
system/lenses/jensen.md	36	부품 최적화의 합은 시스템 최적이 아니다.	evidence	아니오		keep	인터페이스와 전체 목적함수의 차이를 드러낸다.
system/lenses/jensen.md	37	통합자는 인터페이스에서 새는 가치를 회수한다.	evidence	아니오		rewrite	회수 가능성을 항상 회수한다는 결과로 단정한다.
system/lenses/jensen.md	38	병목이 한 부품에 있으면 그 부품의 전문가가 이긴다.	evidence	아니오		rewrite	통합 비용과 시장 구조 없이 승자를 단정한다.
system/lenses/jensen.md	38	풀스택은 인터페이스 병목일 때의 수다.	rule	예	system/lenses/jensen.md:36-39	keep	부품 병목에서는 전문 부품 최적화가 더 적합하다는 실패 지형을 반영한다.
system/lenses/jensen.md	43	결핍이 방법론을 발명한다.	evidence	아니오		rewrite	결핍이 발명을 촉진할 수 있다는 조건부 주장으로 낮춰야 한다.
system/lenses/jensen.md	43	자원 부족을 발명 압력으로 재해석한다.	rule	예	system/lenses/README.md:51	keep	결핍 상황에서 묻는 전략 질문이다.
system/lenses/jensen.md	44	결핍이 발명을 낳는 것은 방향이 맞을 때뿐이다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/jensen.md	44	고통 자체는 지표가 아니다.	rule	예	system/lenses/jensen.md:44-45	keep	고통 숭배와 유효한 발명 압력을 구별한다.
system/lenses/jensen.md	49	회사·제품 분석 시 다섯 도구를 순서대로 묻는다.	rule	예	system/lenses/README.md:51	keep	팩의 조직 분석 질문 순서를 제공한다.
system/lenses/jensen.md	51	개인 전략에 다섯 도구를 각각 적용한다.	rule	예	system/lenses/README.md:51	keep	역할, 재활용, 드릴, 풀스택, 결핍의 대응 예시를 제공한다.
system/lenses/jensen.md	57	5도구를 체크리스트로 순회만 하는 것은 실패다.	rule	예	system/lenses/jensen.md:57-58	keep	팩의 힘은 개별 항목보다 판 선택과 실행의 구분에 있다는 설명이 이어진다.
system/lenses/jensen.md	57	힘은 판을 고르는 자와 판에서 뛰는 자를 구분하는 직관이다.	evidence	아니오		rewrite	다섯 도구가 이 구분으로 모두 환원되는지 연결 설명이 부족하다.
system/lenses/jensen.md	59	실행 중의 주 렌즈는 되먹임과 한계효용이다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/jensen.md	59	전략 렌즈를 실행 국면에 들이대는 것은 실패다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/jensen.md	63	렌즈를 쓸 때마다 한 줄씩 여기 append.	rule	예	system/lenses/jensen.md:61-63	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/jensen.md	63	사용 원장은 인스턴스마다 따로 쌓인다.	rule	예	system/lenses/jensen.md:61-63	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/jensen.md	67	Jensen Huang 인터뷰·연설, The Nvidia Way, NV1 사사.	other	아니오		keep	원전 후보를 제공하지만 개별 문장별 출처는 특정하지 않는다.
system/lenses/ledger.md	3	호출: 이 판의 보존량은 무엇이고, 어디서 잔고가 초과되나?	rule	예	system/lenses/README.md:51	keep	렌즈 호출 질문이다.
system/lenses/ledger.md	7	통념을 걷어내면 보존법칙급 바닥 진실만 남는다.	evidence	아니오		keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/ledger.md	7	판의 화폐를 먼저 명명하면 모든 주장이 회계 항목이 된다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/ledger.md	8	모순은 잔고 초과로 자동 발각된다.	evidence	아니오		keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/ledger.md	9	논쟁을 산수로 바꾸는 렌즈다.	other	아니오		keep	렌즈의 역할을 요약한다.
system/lenses/ledger.md	13	닫힌 계의 불변량은 가능한 궤적 전체를 제약한다.	evidence	예	system/lenses/ledger.md:63	keep	Noether 대응을 원전으로 제시한다.
system/lenses/ledger.md	13	불변량을 위반하는 주장은 서사가 아무리 그럴듯해도 거짓이다.	rule	예	system/lenses/ledger.md:13	keep	닫힌 계의 불변량이 가능한 궤적을 제약한다는 이유가 바로 앞에 있다.
system/lenses/ledger.md	14	서사는 위조가 싸고 회계는 위조가 비싸다.	evidence	아니오		keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/ledger.md	14	오류와 기만은 반드시 어딘가에서 수지가 안 맞는다.	evidence	아니오		keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/ledger.md	15	장부는 그 지점의 체계적 탐색이다.	other	아니오		keep	렌즈의 탐색 방식을 정의한다.
system/lenses/ledger.md	19	정보, 시간, 신뢰, 주의력, 메모리, 확률, 채널, 스텝, 정치적 자본을 화폐로 명명한다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/ledger.md	19	판마다 보존량이 다르다.	evidence	아니오		keep	적용 계에 따라 불변량이 달라진다는 설명이다.
system/lenses/ledger.md	20	명명이 일의 절반이다.	claim	예	system/lenses/README.md:51	rewrite	수치를 테스트·결정·원 실행의 시점값 또는 장난감 입력값으로 한정해 계보와 범위를 연결했다.
system/lenses/ledger.md	21	둘 다 좋아진다는 주장 앞에서 지불 항목을 찾는다.	rule	예	system/lenses/ledger.md:13	keep	닫힌 계의 불변량이 가능한 궤적을 제약하기 때문이다.
system/lenses/ledger.md	21	지불 항목을 못 찾으면 발견이거나 은폐다.	evidence	아니오		keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/ledger.md	22	대부분 은폐다.	other	아니오		rewrite	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/ledger.md	23	열심히 했다는 항목이 아니다.	rule	예	system/lenses/ledger.md:23	keep	투입과 산출을 같은 단위로 대조해야 하므로 비계량 서술을 제외한다.
system/lenses/ledger.md	23	투입과 산출을 같은 단위로 강제 환산한다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/ledger.md	24	누구의 장부로 갔는지 찾는다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/ledger.md	24	사라진 비용은 소멸이 아니라 이전이다.	evidence	아니오		keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/ledger.md	28	mixture 학습이 단일 학습을 이겼다면 옵티마이저 스텝 장부를 연다.	rule	예	system/lenses/ledger.md:29	keep	업데이트 수 차이가 성능 차이의 교란변수일 수 있다는 이유가 붙는다.
system/lenses/ledger.md	29	mixture 쪽이 업데이트를 2배 받았을 수 있다.	claim	예	system/lenses/README.md:51	rewrite	수치를 테스트·결정·원 실행의 시점값 또는 장난감 입력값으로 한정해 계보와 범위를 연결했다.
system/lenses/ledger.md	29	이득이 다양성인지 예산인지 분리하기 전에는 결론을 내리지 않는다.	rule	예	system/lenses/ledger.md:28	keep	업데이트 예산 차이가 대안 설명이 되기 때문이다.
system/lenses/ledger.md	31	점수 상승 보고에서는 늘어난 예산을 찾는다.	rule	예	system/lenses/ledger.md:32	keep	누락된 예산이 핵심 교란변수일 수 있다는 이유가 붙는다.
system/lenses/ledger.md	32	보고서에 없는 예산 항목이 핵심 교란변수다.	evidence	아니오		keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/ledger.md	33	선택지 비교에서 화폐를 하나로 두지 않는다.	rule	예	system/lenses/ledger.md:34	keep	한 계정 흑자가 다른 계정 적자를 가리는 오류가 이유다.
system/lenses/ledger.md	33	시간·학습률·옵션가치·신뢰를 별도 계정으로 둔다.	rule	예	system/lenses/ledger.md:34	keep	서로 다른 손익을 한 계정이 가리지 않게 한다.
system/lenses/ledger.md	34	한 계정의 흑자가 다른 계정의 적자를 가리는 것이 전형적 오류다.	evidence	아니오		keep	다계정 분리 규칙의 메커니즘을 설명한다.
system/lenses/ledger.md	35	만성 피로에는 주의력 장부를 연다.	rule	예	system/lenses/ledger.md:36	keep	수입과 지출을 적으면 적자 항목이 드러난다는 이유가 붙는다.
system/lenses/ledger.md	35	수입과 지출을 적으면 적자 항목이 드러난다.	evidence	아니오		keep	주의력 장부의 작동 방식을 설명한다.
system/lenses/ledger.md	38	모델 A와 B는 파라미터, 토큰, 튜닝, 평가 시도 횟수를 대조한다.	rule	예	system/lenses/ledger.md:39	keep	예산 차이가 성능 주장의 대안 설명이 될 수 있기 때문이다.
system/lenses/ledger.md	39	하나라도 A가 크면 실제 내용은 예산이 크면 좋다일 수 있다.	evidence	아니오		keep	교란 가능성을 한정적으로 제시한다.
system/lenses/ledger.md	40	넷을 맞추고도 이기면 그때가 발견이다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/ledger.md	44	보존되지 않는 것을 보존량으로 잡으면 장부 전체가 허구가 된다.	rule	예	system/lenses/ledger.md:45	keep	보존은 대칭성이 있을 때만 성립한다는 이유가 붙는다.
system/lenses/ledger.md	45	보존은 대칭성이 있을 때만 성립한다.	evidence	예	system/lenses/ledger.md:63	keep	Noether 대응을 원전으로 제시한다.
system/lenses/ledger.md	46	0으로 처리하는 순간 최적화가 그쪽을 파괴한다.	evidence	아니오		keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/ledger.md	46	측정되지 않는 관계·평판·재미를 0으로 처리하지 않는다.	rule	예	system/lenses/ledger.md:47	keep	0 처리가 최적화로 해당 계정을 파괴한다는 이유가 붙는다.
system/lenses/ledger.md	47	미측정 계정은 미측정으로 명시하고 비워둔다.	rule	예	system/lenses/ledger.md:46	keep	0으로 오인해 최적화하는 것을 막는다.
system/lenses/ledger.md	48	유효숫자 한 자리 추정을 세 자리로 적지 않는다.	rule	예	system/lenses/ledger.md:48	keep	과도한 정밀도가 장부의 권위를 사칭한다는 이유가 같은 문장에 있다.
system/lenses/ledger.md	52	장부로 항목을 세우고 극한으로 각 항목을 검증한다.	rule	예	system/lenses/README.md:51	keep	극한 렌즈와의 결합법이다.
system/lenses/ledger.md	53	장부가 맞아도 루프가 계를 다른 평형으로 끌고 갈 수 있다.	evidence	아니오		keep	되먹임 렌즈가 필요한 이유다.
system/lenses/ledger.md	53	장부는 정역학이고 되먹임은 동역학이다.	evidence	아니오		keep	두 렌즈의 역할을 구분한다.
system/lenses/ledger.md	55	장부에 오른 항목 자체가 선택된 표본일 수 있다.	evidence	아니오		keep	침묵 렌즈가 전제인 이유다.
system/lenses/ledger.md	59	이 렌즈를 쓸 때마다 사용 원장에 한 줄씩 append한다.	rule	예	system/lenses/README.md:51	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/ledger.md	63	Noether, Munger, Jaynes.	other	아니오		keep	원전 목록이다.
system/lenses/limits.md	3	> 호출: **다이얼을 0과 ∞로 돌리면? 지배 법칙이 바뀌는 지점은?**	rule	예	system/lenses/README.md:51	keep	렌즈를 작동시키는 시작 질문이다.
system/lenses/limits.md	7	주장이나 공식이 틀렸다면 대개 극단에서 눈에 보이게 틀린다. 다이얼을 0과 ∞로 돌리는 것은	claim	예	system/lenses/README.md:51	rewrite	수치를 테스트·결정·원 실행의 시점값 또는 장난감 입력값으로 한정해 계보와 범위를 연결했다.
system/lenses/limits.md	7	주장이나 공식이 틀렸다면 대개 극단에서 눈에 보이게 틀린다. 다이얼을 0과 ∞로 돌리는 것은	claim	예	system/lenses/README.md:51	rewrite	수치를 테스트·결정·원 실행의 시점값 또는 장난감 입력값으로 한정해 계보와 범위를 연결했다.
system/lenses/limits.md	8	공짜 검증기다: 중간 영역에서는 그럴듯함이 오류를 가려주지만 경계에서는 못 가린다.	evidence	예	paper:asymptotic analysis tradition	keep	극한 검사를 쓰는 직관적 이유다.
system/lenses/limits.md	9	그리고 다이얼을 돌리다 보면 지배 법칙 자체가 교체되는 지점(상전이)이 있다.	evidence	예	paper:Anderson, More Is Different (1972)	keep	극한값뿐 아니라 문턱을 찾는 근거다.
system/lenses/limits.md	10	극한값만 보지 말고 법칙이 갈리는 문턱을 찾아라. More is different.	rule	예	system/lenses/limits.md:9	keep	임계점에서 지배 법칙이 바뀔 수 있다는 앞 문장이 이유다.
system/lenses/limits.md	10	극한값만 보지 말고 법칙이 갈리는 문턱을 찾아라. More is different.	evidence	예	paper:Anderson, More Is Different (1972)	keep	상전이 직관의 원전을 압축 인용한다.
system/lenses/limits.md	14	경계에서는 자유도가 죽는다. 점근 영역에서는 지배항 하나만 남아 얼버무림이 불가능해지고,	evidence	예	paper:asymptotic analysis tradition	keep	극한에서 검사가 선명해지는 작동 설명이다.
system/lenses/limits.md	14	경계에서는 자유도가 죽는다. 점근 영역에서는 지배항 하나만 남아 얼버무림이 불가능해지고,	evidence	예	paper:asymptotic analysis tradition	keep	극한 검사에서 오류가 드러나는 이유를 설명한다.
system/lenses/limits.md	15	공식은 참이거나 거짓이거나 둘 중 하나가 된다. 상전이 쪽 원리: 많은 시스템의 거동은	claim	예	paper:Anderson, More Is Different (1972)	keep	많은 시스템이라는 범위 주장에 원전 경로가 있다.
system/lenses/limits.md	16	연속적으로 변하지 않고 임계점에서 질적으로 바뀐다. 양이 질로 전환되는 지점은 예외가	other	아니오		rewrite	기본 패턴이라는 범위 주장을 뒷받침할 구체 출처와 적용 범위가 없다.
system/lenses/limits.md	21	- **다이얼 0/∞**: 온도, 샘플 수, 비중, 스텝 수를 양 끝으로.	rule	예	system/lenses/README.md:51	keep	기본 극한 조작을 정의한다.
system/lenses/limits.md	22	- **단항 극단화**: 변수 하나만 극단으로 보내고 나머지는 고정 — 어느 변수가 결론을	rule	예	system/lenses/README.md:51	keep	변수별 지배 효과를 분리하는 절차다.
system/lenses/limits.md	23	지배하는지 분리한다.	other	아니오		keep	단항 극단화의 목적을 밝힌다.
system/lenses/limits.md	24	- **퇴화 사례 검사**: 공집합, 자기 자신, 원소 1개. 정의가 퇴화 사례에서 무너지면	rule	예	system/lenses/README.md:51	keep	정의가 최소 사례에서도 성립하는지 보는 절차다.
system/lenses/limits.md	24	- **퇴화 사례 검사**: 공집합, 자기 자신, 원소 1개. 정의가 퇴화 사례에서 무너지면	other	아니오		keep	퇴화 사례 결과의 판정 기준이다.
system/lenses/limits.md	26	"- **상전이 탐지**: 다이얼을 연속으로 돌리며 ""여기서 규칙이 바뀐다""는 문턱을 찾는다."	rule	예	system/lenses/README.md:51	keep	상전이 탐지 절차다.
system/lenses/limits.md	27	문턱의 위치 자체가 시스템에 대한 1급 정보다.	evidence	예	paper:Anderson, More Is Different (1972)	keep	문턱 탐색의 정보 가치를 설명한다.
system/lenses/limits.md	28	"- **시간 극한**: ""이걸 10년 계속하면 / 딱 하루만 하면"" — 습관과 전략의 검증기."	rule	예	system/lenses/README.md:51	keep	습관과 전략을 검사하는 시간축 변형이다.
system/lenses/limits.md	29	"- **보편화 검사**: ""모두가 이 원칙을 따르면 어떻게 되나"" — 사회적 극한."	rule	예	paper:Kant categorical imperative	keep	사회적 극한을 만드는 절차다.
system/lenses/limits.md	33	- **설계**: 새 손실함수 제안 → 계수 0에서 기존과 일치하는가, ∞에서 퇴화가 예측대로인가.	rule	예	system/lenses/README.md:51	keep	손실함수 제안의 경계 검증 예시다.
system/lenses/limits.md	34	하나라도 어긋나면 유도가 틀린 것.	rule	예	system/lenses/limits.md:14	keep	점근 영역에서 지배항이 분리되어 공식 오류가 드러난다는 원리가 이유다.
system/lenses/limits.md	35	"- **증거**: ""X가 Y를 개선한다"" → 개선 곡선을 X의 극단까지 외삽해본다. 극단에서 말이"	rule	예	system/lenses/README.md:51	keep	주장의 적용 범위를 시험하는 예시다.
system/lenses/limits.md	35	"- **증거**: ""X가 Y를 개선한다"" → 개선 곡선을 X의 극단까지 외삽해본다. 극단에서 말이"	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/limits.md	37	"- **결정**: ""이 지출·습관·원칙을 100배로 늘리면 삶이 어떻게 되나."""	rule	예	system/lenses/README.md:51	keep	결정의 규모 민감도를 보는 예시다.
system/lenses/limits.md	38	"- **자기**: 걱정을 극한까지 시뮬레이션한다 — ""최악이 실제로 일어나면 정확히 뭘 하게 되나""를"	rule	예	system/lenses/README.md:51	keep	복구 가능성과 대비 대상을 분리하는 예시다.
system/lenses/limits.md	39	끝까지 따라가면 대부분의 걱정은 유한한 복구 계획으로 수렴하고, 남은 소수만 진짜	other	아니오		rewrite	대부분과 소수라는 빈도 주장을 뒷받침하는 자료가 없다.
system/lenses/limits.md	42	장난감 예시: softmax 온도 — T→0이면 argmax, T→∞이면 균등분포. 어떤 샘플링 개선안이	evidence	예	paper:standard softmax limits	keep	극한 검사의 수학적 장난감 예시다.
system/lenses/limits.md	42	장난감 예시: softmax 온도 — T→0이면 argmax, T→∞이면 균등분포. 어떤 샘플링 개선안이	rule	예	system/lenses/limits.md:42	keep	알려진 softmax 경계 거동과 불일치하기 때문이다.
system/lenses/limits.md	44	의심 대상이다. 상전이 버전: 규모를 늘리며 능력 곡선을 그릴 때 곡선이 꺾이는 지점 전후는	evidence	예	paper:Anderson, More Is Different (1972)	keep	문턱 전후 외삽을 경계하는 이유다.
